GEN_TPS_1,GEN_TPS_2,DispatchGen
G114088,16,109.29599999999999
G114088,17,109.29599999999999
G114088,18,109.29599999999999
G114088,19,109.29599999999999
G114088,20,109.29599999999999
G114088,21,109.29599999999999
G114088,22,109.29599999999999
G114088,23,109.29599999999999
G114088,24,109.29599999999999
G114088,25,109.29599999999999
G114088,26,109.29599999999999
G114088,27,109.29599999999999
G114088,28,109.29599999999999
G114088,29,109.29599999999999
G114088,30,109.29599999999999
G114088,31,109.29599999999999
G114088,32,109.29599999999999
G114088,33,109.29599999999999
G114088,34,109.29599999999999
G114088,35,109.29599999999999
G114088,36,109.29599999999999
G114088,37,109.29599999999999
G114088,38,109.29599999999999
G114088,39,109.29599999999999
G114088,40,109.29599999999999
G114088,41,109.29599999999999
G114088,42,109.29599999999999
G114088,43,109.29599999999999
G114088,44,109.29599999999999
G114088,45,109.29599999999999
G114088,46,109.29599999999999
G114088,47,109.29599999999999
G114088,48,109.29599999999999
G114088,49,0.0
G114088,50,0.0
G114088,51,0.0
G114088,52,0.0
G114088,53,0.0
G114088,54,0.0
G114088,55,0.0
G114088,56,0.0
G114088,57,0.0
G114088,58,0.0
G114088,59,0.0
G114088,60,0.0
G114088,61,0.0
G114088,62,0.0
G114088,63,0.0
G114088,64,0.0
G114088,65,0.0
G114088,66,0.0
G114088,67,0.0
G114088,68,0.0
G114088,69,0.0
G114088,70,0.0
G114088,71,0.0
G114088,72,0.0
G114088,73,0.0
G114088,74,0.0
G114088,75,0.0
G114088,76,0.0
G114088,77,0.0
G114088,78,0.0
G114088,79,0.0
G114088,80,0.0
G114088,81,0.0
G114088,82,0.0
G114088,83,0.0
G114088,84,0.0
G114088,85,0.0
G114088,86,0.0
G114088,87,0.0
G114088,88,0.0
G114088,89,0.0
G114088,90,0.0
G114088,91,0.0
G114088,92,0.0
G114088,93,0.0
G114088,94,0.0
G114088,95,0.0
G114088,96,0.0
G114089,1,53.88975877683569
G114089,2,53.88975877683569
G114089,3,53.88975877683569
G114089,4,53.88975877683569
G114089,5,53.88975877683569
G114089,6,53.88975877683569
G114089,7,53.88975877683569
G114089,8,53.88975877683569
G114089,9,53.88975877683569
G114089,10,53.88975877683569
G114089,11,53.88975877683569
G114089,12,53.88975877683569
G114089,13,53.88975877683569
G114089,14,53.88975877683569
G114089,15,53.88975877683569
G114089,16,53.88975877683569
G114089,17,53.88975877683569
G114089,18,53.88975877683569
G114089,19,53.88975877683569
G114089,20,53.88975877683569
G114089,21,53.88975877683569
G114089,22,53.88975877683569
G114089,23,53.88975877683569
G114089,24,53.88975877683569
G114089,25,0.0
G114089,26,0.0
G114089,27,0.0
G114089,28,0.0
G114089,29,0.0
G114089,30,0.0
G114089,31,0.0
G114089,32,0.0
G114089,33,0.0
G114089,34,0.0
G114089,35,0.0
G114089,36,0.0
G114089,37,0.0
G114089,38,0.0
G114089,39,0.0
G114089,40,0.0
G114089,41,0.0
G114089,42,0.0
G114089,43,0.0
G114089,44,0.0
G114089,45,0.0
G114089,46,0.0
G114089,47,0.0
G114089,48,0.0
G114089,49,0.0
G114089,50,0.0
G114089,51,0.0
G114089,52,0.0
G114089,53,0.0
G114089,54,0.0
G114089,55,0.0
G114089,56,0.0
G114089,57,0.0
G114089,58,0.0
G114089,59,0.0
G114089,60,0.0
G114089,61,0.0
G114089,62,0.0
G114089,63,0.0
G114089,64,0.0
G114089,65,0.0
G114089,66,0.0
G114089,67,0.0
G114089,68,0.0
G114089,69,0.0
G114089,70,0.0
G114089,71,0.0
G114089,72,0.0
G114089,73,0.0
G114089,74,0.0
G114089,75,0.0
G114089,76,0.0
G114089,77,0.0
G114089,78,0.0
G114089,79,0.0
G114089,80,0.0
G114089,81,0.0
G114089,82,0.0
G114089,83,0.0
G114089,84,0.0
G114089,85,0.0
G114089,86,0.0
G114089,87,0.0
G114089,88,0.0
G114089,89,0.0
G114089,90,0.0
G114089,91,0.0
G114089,92,0.0
G114089,93,0.0
G114089,94,0.0
G114089,95,0.0
G114089,96,0.0
G114090,1,0.0
G114090,2,0.0
G114090,3,0.0
G114090,4,0.0
G114090,5,0.0
G114090,6,0.0
G114090,7,0.0
G114090,8,0.0
G114090,9,0.0
G114090,10,0.0
G114090,11,0.0
G114090,12,0.0
G114090,13,0.0
G114090,14,0.0
G114090,15,0.0
G114090,16,0.0
G114090,17,0.0
G114090,18,0.0
G114090,19,0.0
G114090,20,0.0
G114090,21,0.0
G114090,22,0.0
G114090,23,0.0
G114090,24,0.0
G114090,25,0.0
G114090,26,0.0
G114090,27,0.0
G114090,28,0.0
G114090,29,0.0
G114090,30,0.0
G114090,31,0.0
G114090,32,0.0
G114090,33,0.0
G114090,34,0.0
G114090,35,0.0
G114090,36,0.0
G114090,37,0.0
G114090,38,0.0
G114090,39,0.0
G114090,40,0.0
G114090,41,0.0
G114090,42,0.0
G114090,43,0.0
G114090,44,0.0
G114090,45,0.0
G114090,46,0.0
G114090,47,0.0
G114090,48,0.0
G114090,49,0.0
G114090,50,0.0
G114090,51,0.0
G114090,52,0.0
G114090,53,0.0
G114090,54,0.0
G114090,55,0.0
G114090,56,0.0
G114090,57,0.0
G114090,58,0.0
G114090,59,0.0
G114090,60,0.0
G114090,61,0.0
G114090,62,0.0
G114090,63,0.0
G114090,64,0.0
G114090,65,0.0
G114090,66,0.0
G114090,67,0.0
G114090,68,0.0
G114090,69,0.0
G114090,70,0.0
G114090,71,0.0
G114090,72,0.0
G114090,73,0.0
G114090,74,0.0
G114090,75,0.0
G114090,76,0.0
G114090,77,0.0
G114090,78,0.0
G114090,79,0.0
G114090,80,0.0
G114090,81,0.0
G114090,82,0.0
G114090,83,0.0
G114090,84,0.0
G114090,85,0.0
G114090,86,0.0
G114090,87,0.0
G114090,88,0.0
G114090,89,0.0
G114090,90,0.0
G114090,91,0.0
G114090,92,0.0
G114090,93,0.0
G114090,94,0.0
G114090,95,0.0
G114090,96,0.0
outside_coal,1,0.0
outside_coal,2,0.0
outside_coal,3,0.0
outside_coal,4,0.0
outside_coal,5,0.0
outside_coal,6,0.0
outside_coal,7,0.0
outside_coal,8,0.0
outside_coal,9,0.0
outside_coal,10,0.0
outside_coal,11,0.0
outside_coal,12,0.0
outside_coal,13,0.0
outside_coal,14,0.0
outside_coal,15,0.0
outside_coal,16,0.0
outside_coal,17,0.0
outside_coal,18,0.0
outside_coal,19,0.0
outside_coal,20,0.0
outside_coal,21,0.0
outside_coal,22,0.0
outside_coal,23,0.0
outside_coal,24,0.0
outside_coal,25,0.0
outside_coal,26,0.0
outside_coal,27,0.0
outside_coal,28,0.0
outside_coal,29,0.0
outside_coal,30,0.0
outside_coal,31,0.0
outside_coal,32,0.0
outside_coal,33,0.0
outside_coal,34,0.0
outside_coal,35,0.0
outside_coal,36,0.0
outside_coal,37,0.0
outside_coal,38,0.0
outside_coal,39,0.0
outside_coal,40,0.0
outside_coal,41,0.0
outside_coal,42,0.0
outside_coal,43,0.0
outside_coal,44,0.0
outside_coal,45,0.0
outside_coal,46,0.0
outside_coal,47,0.0
outside_coal,48,0.0
outside_coal,49,0.0
outside_coal,50,0.0
outside_coal,51,0.0
outside_coal,52,0.0
outside_coal,53,0.0
outside_coal,54,0.0
outside_coal,55,0.0
outside_coal,56,0.0
outside_coal,57,0.0
outside_coal,58,0.0
outside_coal,59,0.0
outside_coal,60,0.0
outside_coal,61,0.0
outside_coal,62,0.0
outside_coal,63,0.0
outside_coal,64,0.0
outside_coal,65,0.0
outside_coal,66,0.0
outside_coal,67,0.0
outside_coal,68,0.0
outside_coal,69,0.0
outside_coal,70,0.0
outside_coal,71,0.0
outside_coal,72,0.0
outside_coal,73,0.0
outside_coal,74,0.0
outside_coal,75,0.0
outside_coal,76,0.0
outside_coal,77,0.0
outside_coal,78,0.0
outside_coal,79,0.0
outside_coal,80,0.0
outside_coal,81,0.0
outside_coal,82,0.0
outside_coal,83,0.0
outside_coal,84,0.0
outside_coal,85,0.0
outside_coal,86,0.0
outside_coal,87,0.0
outside_coal,88,0.0
outside_coal,89,0.0
outside_coal,90,0.0
outside_coal,91,0.0
outside_coal,92,0.0
outside_coal,93,0.0
outside_coal,94,0.0
outside_coal,95,0.0
outside_coal,96,0.0
s1,1,0.0
s1,2,0.0
s1,3,0.0
s1,4,0.0
s1,5,0.0
s1,6,0.0
s1,7,0.0
s1,8,0.0
s1,9,0.0
s1,10,0.0
s1,11,0.0
s1,12,0.0
s1,13,0.0
s1,14,0.0
s1,15,0.0
s1,16,0.0
s1,17,0.0
s1,18,0.0
s1,19,0.0
s1,20,0.0
s1,21,0.0
s1,22,0.0
s1,23,0.0
s1,24,0.0
s1,25,0.0
s1,26,0.0
s1,27,0.0
s1,28,0.0
s1,29,0.0
s1,30,0.0
s1,31,0.0
s1,32,0.0
s1,33,0.0
s1,34,0.0
s1,35,0.0
s1,36,0.0
s1,37,0.0
s1,38,0.0
s1,39,0.0
s1,40,0.0
s1,41,0.0
s1,42,0.0
s1,43,0.0
s1,44,0.0
s1,45,0.0
s1,46,0.0
s1,47,0.0
s1,48,0.0
s1,49,0.0
s1,50,0.0
s1,51,0.0
s1,52,0.0
s1,53,0.0
s1,54,0.0
s1,55,0.0
s1,56,0.0
s1,57,0.0
s1,58,0.0
s1,59,0.0
s1,60,0.0
s1,61,0.0
s1,62,0.0
s1,63,0.0
s1,64,0.0
s1,65,0.0
s1,66,0.0
s1,67,0.0
s1,68,0.0
s1,69,0.0
s1,70,0.0
s1,71,0.0
s1,72,0.0
s1,73,0.0
s1,74,0.0
s1,75,0.0
s1,76,0.0
s1,77,0.0
s1,78,0.0
s1,79,0.0
s1,80,0.0
s1,81,0.0
s1,82,0.0
s1,83,0.0
s1,84,0.0
s1,85,0.0
s1,86,0.0
s1,87,0.0
s1,88,0.0
s1,89,0.0
s1,90,0.0
s1,91,0.0
s1,92,0.0
s1,93,0.0
s1,94,0.0
s1,95,0.0
s1,96,0.0
s10,1,0.0
s10,2,0.0
s10,3,0.0
s10,4,0.0
s10,5,0.0
s10,6,0.0
s10,7,0.0
s10,8,0.0
s10,9,0.0
s10,10,0.0
s10,11,0.0
s10,12,0.0
s10,13,0.0
s10,14,0.0
s10,15,0.0
s10,16,0.0
s10,17,0.0
s10,18,0.0
s10,19,0.0
s10,20,0.0
s10,21,0.0
s10,22,0.0
s10,23,0.0
s10,24,0.0
s10,25,0.0
s10,26,0.0
s10,27,0.0
s10,28,0.0
s10,29,0.0
s10,30,0.0
s10,31,0.0
s10,32,0.0
s10,33,0.0
s10,34,0.0
s10,35,0.0
s10,36,0.0
s10,37,0.0
s10,38,0.0
s10,39,0.0
s10,40,0.0
s10,41,0.0
s10,42,0.0
s10,43,0.0
s10,44,0.0
s10,45,0.0
s10,46,0.0
s10,47,0.0
s10,48,0.0
s10,49,0.0
s10,50,0.0
s10,51,0.0
s10,52,0.0
s10,53,0.0
s10,54,0.0
s10,55,0.0
s10,56,0.0
s10,57,0.0
s10,58,0.0
s10,59,0.0
s10,60,0.0
s10,61,0.0
s10,62,0.0
s10,63,0.0
s10,64,0.0
s10,65,0.0
s10,66,0.0
s10,67,0.0
s10,68,0.0
s10,69,0.0
s10,70,0.0
s10,71,0.0
s10,72,0.0
s10,73,0.0
s10,74,0.0
s10,75,0.0
s10,76,0.0
s10,77,0.0
s10,78,0.0
s10,79,0.0
s10,80,0.0
s10,81,0.0
s10,82,0.0
s10,83,0.0
s10,84,0.0
s10,85,0.0
s10,86,0.0
s10,87,0.0
s10,88,0.0
s10,89,0.0
s10,90,0.0
s10,91,0.0
s10,92,0.0
s10,93,0.0
s10,94,0.0
s10,95,0.0
s10,96,0.0
s11,1,0.0
s11,2,0.0
s11,3,0.0
s11,4,0.0
s11,5,0.0
s11,6,0.0
s11,7,0.0
s11,8,0.0
s11,9,0.0
s11,10,0.0
s11,11,0.0
s11,12,0.0
s11,13,0.0
s11,14,0.0
s11,15,0.0
s11,16,0.0
s11,17,0.0
s11,18,0.0
s11,19,0.0
s11,20,0.0
s11,21,0.0
s11,22,0.0
s11,23,0.0
s11,24,0.0
s11,25,0.0
s11,26,0.0
s11,27,0.0
s11,28,0.0
s11,29,0.0
s11,30,0.0
s11,31,0.0
s11,32,0.0
s11,33,0.0
s11,34,0.0
s11,35,0.0
s11,36,0.0
s11,37,0.0
s11,38,0.0
s11,39,0.0
s11,40,0.0
s11,41,0.0
s11,42,0.0
s11,43,0.0
s11,44,0.0
s11,45,0.0
s11,46,0.0
s11,47,0.0
s11,48,0.0
s11,49,0.0
s11,50,0.0
s11,51,0.0
s11,52,0.0
s11,53,0.0
s11,54,0.0
s11,55,0.0
s11,56,0.0
s11,57,0.0
s11,58,0.0
s11,59,0.0
s11,60,0.0
s11,61,0.0
s11,62,0.0
s11,63,0.0
s11,64,0.0
s11,65,0.0
s11,66,0.0
s11,67,0.0
s11,68,0.0
s11,69,0.0
s11,70,0.0
s11,71,0.0
s11,72,0.0
s11,73,0.0
s11,74,0.0
s11,75,0.0
s11,76,0.0
s11,77,0.0
s11,78,0.0
s11,79,0.0
s11,80,0.0
s11,81,0.0
s11,82,0.0
s11,83,0.0
s11,84,0.0
s11,85,0.0
s11,86,0.0
s11,87,0.0
s11,88,0.0
s11,89,0.0
s11,90,0.0
s11,91,0.0
s11,92,0.0
s11,93,0.0
s11,94,0.0
s11,95,0.0
s11,96,0.0
s2,1,0.0
s2,2,0.0
s2,3,0.0
s2,4,0.0
s2,5,0.0
s2,6,0.0
s2,7,0.0
s2,8,0.0
s2,9,0.0
s2,10,0.0
s2,11,0.0
s2,12,0.0
s2,13,0.0
s2,14,0.0
s2,15,0.0
s2,16,0.0
s2,17,0.0
s2,18,0.0
s2,19,0.0
s2,20,0.0
s2,21,0.0
s2,22,0.0
s2,23,0.0
s2,24,0.0
s2,25,0.0
s2,26,0.0
s2,27,0.0
s2,28,0.0
s2,29,0.0
s2,30,0.0
s2,31,0.0
s2,32,0.0
s2,33,0.0
s2,34,0.0
s2,35,0.0
s2,36,0.0
s2,37,0.0
s2,38,0.0
s2,39,0.0
s2,40,0.0
s2,41,0.0
s2,42,0.0
s2,43,0.0
s2,44,0.0
s2,45,0.0
s2,46,0.0
s2,47,0.0
s2,48,0.0
s2,49,0.0
s2,50,0.0
s2,51,0.0
s2,52,0.0
s2,53,0.0
s2,54,0.0
s2,55,0.0
s2,56,0.0
s2,57,0.0
s2,58,0.0
s2,59,0.0
s2,60,0.0
s2,61,0.0
s2,62,0.0
s2,63,0.0
s2,64,0.0
s2,65,0.0
s2,66,0.0
s2,67,0.0
s2,68,0.0
s2,69,0.0
s2,70,0.0
s2,71,0.0
s2,72,0.0
s2,73,0.0
s2,74,0.0
s2,75,0.0
s2,76,0.0
s2,77,0.0
s2,78,0.0
s2,79,0.0
s2,80,0.0
s2,81,0.0
s2,82,0.0
s2,83,0.0
s2,84,0.0
s2,85,0.0
s2,86,0.0
s2,87,0.0
s2,88,0.0
s2,89,0.0
s2,90,0.33461915958979205
s2,91,0.0
s2,92,0.08982011056233599
s2,93,0.059880073708224
s2,94,0.029940036854112
s2,95,0.0
s2,96,0.0
s3,1,0.0
s3,2,0.0
s3,3,0.0
s3,4,0.0
s3,5,0.0
s3,6,0.0
s3,7,0.0
s3,8,0.0
s3,9,0.0
s3,10,0.0
s3,11,0.0
s3,12,0.0
s3,13,0.0
s3,14,0.0
s3,15,0.0
s3,16,0.0
s3,17,0.0
s3,18,0.0
s3,19,0.0
s3,20,0.0
s3,21,0.0
s3,22,0.0
s3,23,0.0
s3,24,0.0
s3,25,0.0
s3,26,0.0
s3,27,0.0
s3,28,0.0
s3,29,0.0
s3,30,0.0
s3,31,0.0
s3,32,0.0
s3,33,0.0
s3,34,0.0
s3,35,0.0
s3,36,0.0
s3,37,0.0
s3,38,0.0
s3,39,0.0
s3,40,0.0
s3,41,0.0
s3,42,0.0
s3,43,0.0
s3,44,0.0
s3,45,0.0
s3,46,0.0
s3,47,0.0
s3,48,0.0
s3,49,0.0
s3,50,0.0
s3,51,0.0
s3,52,0.0
s3,53,0.0
s3,54,0.0
s3,55,0.0
s3,56,0.0
s3,57,0.0
s3,58,98.10647265861711
s3,59,195.4680282010888
s3,60,281.4145357100892
s3,61,275.7245897437758
s3,62,0.0
s3,63,339.4591815285511
s3,64,216.47103618311186
s3,65,144.11975002510482
s3,66,192.32228704259194
s3,67,99.27291326785239
s3,68,49.40849291527894
s3,69,32.244814337242246
s3,70,0.0
s3,71,0.0
s3,72,0.0
s3,73,0.0
s3,74,0.0
s3,75,0.0
s3,76,0.0
s3,77,0.0
s3,78,53.164485373222305
s3,79,106.32897074644461
s3,80,159.49345918741304
s3,81,396.1004300905096
s3,82,428.9979549701601
s3,83,1054.5012140152267
s3,84,689.7516857800081
s3,85,272.47601889380894
s3,86,0.0
s3,87,637.0582249319284
s3,88,1463.7516285062982
s3,89,692.8204056082856
s3,90,867.958335156572
s3,91,597.5732552372278
s3,92,253.48074917710025
s3,93,139.77789403513634
s3,94,84.49358203645137
s3,95,0.0
s3,96,0.0
s4,1,0.0
s4,2,0.0
s4,3,0.0
s4,4,0.0
s4,5,0.0
s4,6,0.0
s4,7,0.0
s4,8,0.0
s4,9,0.0
s4,10,0.0
s4,11,0.0
s4,12,0.0
s4,13,0.0
s4,14,0.0
s4,15,0.0
s4,16,0.0
s4,17,0.0
s4,18,0.0
s4,19,0.0
s4,20,0.0
s4,21,0.0
s4,22,0.0
s4,23,0.0
s4,24,0.0
s4,25,0.0
s4,26,0.0
s4,27,0.0
s4,28,0.0
s4,29,0.0
s4,30,0.0
s4,31,0.0
s4,32,0.0
s4,33,0.0
s4,34,0.0
s4,35,0.0
s4,36,0.0
s4,37,0.0
s4,38,0.0
s4,39,0.0
s4,40,0.0
s4,41,0.0
s4,42,0.0
s4,43,0.0
s4,44,0.0
s4,45,0.0
s4,46,0.0
s4,47,0.0
s4,48,0.0
s4,49,0.0
s4,50,0.0
s4,51,0.0
s4,52,0.0
s4,53,0.0
s4,54,0.0
s4,55,0.0
s4,56,0.0
s4,57,0.0
s4,58,0.0
s4,59,0.0
s4,60,0.0
s4,61,0.0
s4,62,0.0
s4,63,0.0
s4,64,0.0
s4,65,0.0
s4,66,0.0
s4,67,0.0
s4,68,0.0
s4,69,0.0
s4,70,0.0
s4,71,0.0
s4,72,0.0
s4,73,0.0
s4,74,0.0
s4,75,0.0
s4,76,0.0
s4,77,0.0
s4,78,0.0
s4,79,0.0
s4,80,0.0
s4,81,0.0
s4,82,0.0
s4,83,0.0
s4,84,0.0
s4,85,0.0
s4,86,0.0
s4,87,0.0
s4,88,0.0
s4,89,265.44014417648
s4,90,194.34951188296
s4,91,123.25887895832
s4,92,52.16824603367999
s4,93,34.77883068912
s4,94,17.38941534456
s4,95,0.0
s4,96,0.0
s5,1,0.0
s5,2,0.0
s5,3,0.0
s5,4,0.0
s5,5,0.0
s5,6,0.0
s5,7,0.0
s5,8,0.0
s5,9,0.0
s5,10,0.0
s5,11,0.0
s5,12,0.0
s5,13,0.0
s5,14,0.0
s5,15,0.0
s5,16,0.0
s5,17,0.0
s5,18,0.0
s5,19,0.0
s5,20,0.0
s5,21,0.0
s5,22,0.0
s5,23,0.0
s5,24,0.0
s5,25,0.0
s5,26,0.0
s5,27,0.0
s5,28,0.0
s5,29,0.0
s5,30,0.0
s5,31,0.0
s5,32,0.0
s5,33,0.0
s5,34,0.0
s5,35,0.0
s5,36,0.0
s5,37,0.0
s5,38,0.0
s5,39,0.0
s5,40,0.0
s5,41,0.0
s5,42,0.0
s5,43,0.0
s5,44,0.0
s5,45,0.0
s5,46,0.0
s5,47,0.0
s5,48,0.0
s5,49,0.0
s5,50,0.0
s5,51,0.0
s5,52,0.0
s5,53,0.0
s5,54,0.0
s5,55,0.0
s5,56,0.0
s5,57,0.0
s5,58,0.0
s5,59,0.0
s5,60,0.0
s5,61,0.0
s5,62,0.0
s5,63,0.0
s5,64,0.0
s5,65,0.0
s5,66,0.0
s5,67,0.0
s5,68,0.0
s5,69,0.0
s5,70,0.0
s5,71,0.0
s5,72,0.0
s5,73,0.0
s5,74,0.0
s5,75,0.0
s5,76,0.0
s5,77,0.0
s5,78,0.0
s5,79,0.0
s5,80,0.0
s5,81,0.0
s5,82,0.0
s5,83,0.0
s5,84,0.0
s5,85,0.0
s5,86,0.0
s5,87,0.0
s5,88,0.0
s5,89,0.0
s5,90,0.0
s5,91,0.0
s5,92,0.0
s5,93,0.0
s5,94,0.0
s5,95,0.0
s5,96,0.0
s6,1,0.0
s6,2,0.0
s6,3,0.0
s6,4,0.0
s6,5,0.0
s6,6,0.0
s6,7,0.0
s6,8,0.0
s6,9,0.0
s6,10,0.0
s6,11,0.0
s6,12,0.0
s6,13,0.0
s6,14,0.0
s6,15,0.0
s6,16,0.0
s6,17,0.0
s6,18,0.0
s6,19,0.0
s6,20,0.0
s6,21,0.0
s6,22,0.0
s6,23,0.0
s6,24,0.0
s6,25,0.0
s6,26,0.0
s6,27,0.0
s6,28,0.0
s6,29,0.0
s6,30,0.0
s6,31,0.0
s6,32,0.0
s6,33,0.0
s6,34,0.0
s6,35,0.0
s6,36,0.0
s6,37,0.0
s6,38,0.0
s6,39,0.0
s6,40,0.0
s6,41,0.0
s6,42,0.0
s6,43,0.0
s6,44,0.0
s6,45,0.0
s6,46,0.0
s6,47,0.0
s6,48,0.0
s6,49,0.0
s6,50,0.0
s6,51,0.0
s6,52,0.0
s6,53,0.0
s6,54,0.0
s6,55,0.0
s6,56,0.0
s6,57,0.0
s6,58,0.0
s6,59,0.0
s6,60,0.0
s6,61,0.0
s6,62,0.0
s6,63,0.0
s6,64,0.0
s6,65,0.0
s6,66,0.0
s6,67,0.0
s6,68,0.0
s6,69,0.0
s6,70,0.0
s6,71,0.0
s6,72,0.0
s6,73,0.0
s6,74,0.0
s6,75,0.0
s6,76,0.0
s6,77,0.0
s6,78,0.0
s6,79,0.0
s6,80,0.0
s6,81,0.0
s6,82,0.0
s6,83,0.0
s6,84,0.0
s6,85,0.0
s6,86,0.0
s6,87,0.0
s6,88,0.0
s6,89,0.0
s6,90,0.0
s6,91,0.0
s6,92,0.0
s6,93,0.0
s6,94,0.0
s6,95,0.0
s6,96,0.0
s7,1,0.0
s7,2,0.0
s7,3,0.0
s7,4,0.0
s7,5,0.0
s7,6,0.0
s7,7,0.0
s7,8,0.0
s7,9,0.0
s7,10,0.0
s7,11,0.0
s7,12,0.0
s7,13,0.0
s7,14,0.0
s7,15,0.0
s7,16,0.0
s7,17,0.0
s7,18,0.0
s7,19,0.0
s7,20,0.0
s7,21,0.0
s7,22,0.0
s7,23,0.0
s7,24,0.0
s7,25,0.0
s7,26,0.0
s7,27,0.0
s7,28,0.0
s7,29,0.0
s7,30,0.0
s7,31,0.0
s7,32,0.0
s7,33,0.0
s7,34,0.0
s7,35,0.0
s7,36,0.0
s7,37,0.0
s7,38,0.0
s7,39,0.0
s7,40,0.0
s7,41,0.0
s7,42,0.0
s7,43,0.0
s7,44,0.0
s7,45,0.0
s7,46,0.0
s7,47,0.0
s7,48,0.0
s7,49,0.0
s7,50,0.0
s7,51,0.0
s7,52,0.0
s7,53,0.0
s7,54,0.0
s7,55,0.0
s7,56,0.0
s7,57,0.0
s7,58,0.0
s7,59,0.0
s7,60,0.0
s7,61,0.0
s7,62,0.0
s7,63,0.0
s7,64,0.0
s7,65,0.0
s7,66,0.0
s7,67,0.0
s7,68,0.0
s7,69,0.0
s7,70,0.0
s7,71,0.0
s7,72,0.0
s7,73,0.0
s7,74,0.0
s7,75,0.0
s7,76,0.0
s7,77,0.0
s7,78,0.0
s7,79,0.0
s7,80,0.0
s7,81,0.0
s7,82,0.0
s7,83,0.0
s7,84,0.0
s7,85,0.0
s7,86,0.0
s7,87,0.0
s7,88,0.0
s7,89,0.0
s7,90,0.0
s7,91,0.0
s7,92,0.0
s7,93,0.0
s7,94,0.0
s7,95,0.0
s7,96,0.0
s8,1,0.0
s8,2,0.0
s8,3,0.0
s8,4,0.0
s8,5,0.0
s8,6,0.0
s8,7,0.0
s8,8,0.0
s8,9,0.0
s8,10,0.0
s8,11,0.0
s8,12,0.0
s8,13,0.0
s8,14,0.0
s8,15,0.0
s8,16,0.0
s8,17,0.0
s8,18,0.0
s8,19,0.0
s8,20,0.0
s8,21,0.0
s8,22,0.0
s8,23,0.0
s8,24,0.0
s8,25,0.0
s8,26,0.0
s8,27,0.0
s8,28,0.0
s8,29,0.0
s8,30,0.0
s8,31,0.0
s8,32,0.0
s8,33,0.0
s8,34,0.0
s8,35,0.0
s8,36,0.0
s8,37,0.0
s8,38,0.0
s8,39,0.0
s8,40,0.0
s8,41,0.0
s8,42,0.0
s8,43,0.0
s8,44,0.0
s8,45,0.0
s8,46,0.0
s8,47,0.0
s8,48,0.0
s8,49,0.0
s8,50,0.0
s8,51,0.0
s8,52,0.0
s8,53,0.0
s8,54,0.0
s8,55,0.0
s8,56,0.0
s8,57,0.0
s8,58,0.0
s8,59,0.0
s8,60,0.0
s8,61,0.0
s8,62,0.0
s8,63,0.0
s8,64,0.0
s8,65,0.0
s8,66,0.0
s8,67,0.0
s8,68,0.0
s8,69,0.0
s8,70,0.0
s8,71,0.0
s8,72,0.0
s8,73,0.0
s8,74,0.0
s8,75,0.0
s8,76,0.0
s8,77,0.0
s8,78,0.0
s8,79,0.0
s8,80,0.0
s8,81,0.0
s8,82,0.0
s8,83,0.0
s8,84,0.0
s8,85,0.0
s8,86,0.0
s8,87,0.0
s8,88,0.0
s8,89,0.0
s8,90,0.0
s8,91,0.0
s8,92,0.0
s8,93,0.0
s8,94,0.0
s8,95,0.0
s8,96,0.0
s9,1,0.0
s9,2,0.0
s9,3,0.0
s9,4,0.0
s9,5,0.0
s9,6,0.0
s9,7,0.0
s9,8,0.0
s9,9,0.0
s9,10,0.0
s9,11,0.0
s9,12,0.0
s9,13,0.0
s9,14,0.0
s9,15,0.0
s9,16,0.0
s9,17,0.0
s9,18,0.0
s9,19,0.0
s9,20,0.0
s9,21,0.0
s9,22,0.0
s9,23,0.0
s9,24,0.0
s9,25,0.0
s9,26,0.0
s9,27,0.0
s9,28,0.0
s9,29,0.0
s9,30,0.0
s9,31,0.0
s9,32,0.0
s9,33,0.0
s9,34,0.0
s9,35,0.0
s9,36,0.0
s9,37,0.0
s9,38,0.0
s9,39,0.0
s9,40,0.0
s9,41,0.0
s9,42,0.0
s9,43,0.0
s9,44,0.0
s9,45,0.0
s9,46,0.0
s9,47,0.0
s9,48,0.0
s9,49,0.0
s9,50,0.0
s9,51,0.0
s9,52,0.0
s9,53,0.0
s9,54,0.0
s9,55,0.0
s9,56,0.0
s9,57,0.0
s9,58,0.0
s9,59,0.0
s9,60,0.0
s9,61,0.0
s9,62,0.0
s9,63,0.0
s9,64,0.0
s9,65,0.0
s9,66,0.0
s9,67,0.0
s9,68,0.0
s9,69,0.0
s9,70,0.0
s9,71,0.0
s9,72,0.0
s9,73,0.0
s9,74,0.0
s9,75,0.0
s9,76,0.0
s9,77,0.0
s9,78,0.0
s9,79,0.0
s9,80,0.0
s9,81,0.0
s9,82,0.0
s9,83,0.0
s9,84,0.0
s9,85,0.0
s9,86,0.0
s9,87,0.0
s9,88,0.0
s9,89,0.0
s9,90,0.0
s9,91,0.0
s9,92,0.0
s9,93,0.0
s9,94,0.0
s9,95,0.0
s9,96,0.0
w1,1,306.7155605341382
w1,2,316.11452920066455
w1,3,259.39987622492504
w1,4,305.5248106114078
w1,5,101.37519679852599
w1,6,38.32017714995132
w1,7,273.3028196082404
w1,8,271.4337802730736
w1,9,315.64525991320227
w1,10,252.47298218479844
w1,11,280.4101554317106
w1,12,369.9599928796239
w1,13,383.1893466283037
w1,14,355.6207824213352
w1,15,422.56371270222246
w1,16,151.3113707550198
